Season,Date,HomeTeam,AwayTeam,Bet_On,Model_Prob,B365_Odds,Kelly_Fraction,Edge,Won,Bankroll_Full,Bankroll_Half,Bankroll_Quarter
2023,2024-01-30,Fulham,Everton,BTTS Yes,0.7132,2.05,0.4401,0.2254,False,229.80900032580473,229.80900032580473,207.2211210215324
2023,2024-01-30,Crystal Palace,Sheffield United,BTTS Yes,0.6036,2.08,0.2366,0.1229,True,249.66449795395425,249.66449795395425,220.45882067462995
2023,2024-02-01,West Ham,Bournemouth,BTTS Yes,0.7392,1.62,0.3184,0.1219,True,262.04785705247036,262.04785705247036,231.33890439256427
2023,2024-02-03,Newcastle,Luton,BTTS Yes,0.8245,1.57,0.5165,0.1875,True,273.997239334063,273.997239334063,241.88795843286522
2023,2024-02-03,Burnley,Fulham,BTTS Yes,0.6792,1.99,0.3552,0.1767,True,295.6978206893208,295.6978206893208,261.0454847407481
2023,2024-02-04,Chelsea,Wolves,BTTS Yes,0.7367,1.7,0.3604,0.1484,True,312.25689864792275,312.25689864792275,275.66403188623
2023,2024-02-10,Fulham,Bournemouth,BTTS Yes,0.7376,1.73,0.3782,0.1596,True,330.49270152896145,330.49270152896145,291.76281134838587
2023,2024-02-10,Nott'm Forest,Newcastle,BTTS Yes,0.8008,1.7,0.5163,0.2126,True,349.0002928145833,349.0002928145833,308.10152878389545
2023,2024-02-12,Crystal Palace,Chelsea,BTTS Yes,0.7785,1.86,0.5209,0.2409,True,373.01151296022664,373.01151296022664,329.29891396422744
2023,2024-02-17,Nott'm Forest,West Ham,BTTS Yes,0.7197,1.89,0.4048,0.1906,False,343.1705919234085,343.1705919234085,302.95500084708925
2023,2024-02-17,Newcastle,Bournemouth,BTTS Yes,0.858,1.48,0.5622,0.1823,True,356.34834265326737,356.34834265326737,314.5884728796175
2023,2024-02-18,Luton,Man United,BTTS Yes,0.853,1.57,0.5951,0.2161,True,372.5978270782564,372.5978270782564,328.93370724292805
2023,2024-02-24,Crystal Palace,Burnley,BTTS Yes,0.706,2.1,0.4388,0.2298,False,342.7900009119959,342.7900009119959,302.6190106634938
2023,2024-03-02,Newcastle,Wolves,BTTS Yes,0.8529,1.57,0.5949,0.216,False,315.3668008390362,315.3668008390362,278.4094898104143
2023,2024-03-02,Tottenham,Crystal Palace,BTTS Yes,0.7997,1.53,0.4218,0.1461,True,328.73835319461136,328.73835319461136,290.2140521783759
2023,2024-03-02,Luton,Aston Villa,BTTS Yes,0.8425,1.44,0.4844,0.148,True,340.3099432270617,340.3099432270617,300.42958681505473
2023,2024-03-02,Brentford,Chelsea,BTTS Yes,0.7853,1.53,0.3803,0.1318,True,354.7390848198891,354.7390848198891,313.16780129601307
2023,2024-03-09,Crystal Palace,Luton,BTTS Yes,0.8699,1.75,0.6963,0.2984,True,376.02342990908244,376.02342990908244,331.95786937377386
2023,2024-03-11,Chelsea,Newcastle,BTTS Yes,0.8719,1.44,0.5809,0.1775,True,389.25945464188214,389.25945464188214,343.6427863757307
2023,2024-03-16,Luton,Nott'm Forest,BTTS Yes,0.8444,1.67,0.6122,0.2456,True,410.12376141068705,410.12376141068705,362.06203972546984
2023,2024-03-16,Burnley,Brentford,BTTS Yes,0.7418,1.75,0.3975,0.1704,True,434.73118709532827,434.73118709532827,383.78576210899803
2023,2024-03-17,West Ham,Aston Villa,BTTS Yes,0.803,1.57,0.4573,0.166,True,454.55492922687523,454.55492922687523,401.28639286116834
2023,2024-03-30,Nott'm Forest,Crystal Palace,BTTS Yes,0.7199,2.08,0.4605,0.2391,True,493.8284751120773,493.8284751120773,435.9575372043733
2023,2024-03-30,Newcastle,West Ham,BTTS Yes,0.8651,1.5,0.5953,0.1984,True,513.5816141165603,513.5816141165603,453.39583869254824
2023,2024-03-30,Brentford,Man United,BTTS Yes,0.8009,1.53,0.4253,0.1473,True,535.3574745551025,535.3574745551025,472.61982225311226
2023,2024-03-30,Aston Villa,Wolves,BTTS Yes,0.7744,1.57,0.3786,0.1374,False,492.52887659069427,492.52887659069427,434.81023647286327
2023,2024-04-02,Bournemouth,Crystal Palace,BTTS Yes,0.7548,1.73,0.419,0.1768,False,453.12656646343873,453.12656646343873,400.0254175550342
2023,2024-04-06,Fulham,Newcastle,BTTS Yes,0.8684,1.5,0.6051,0.2017,False,416.8764411463636,416.8764411463636,368.0233841506315
2023,2024-04-06,Wolves,West Ham,BTTS Yes,0.7133,1.8,0.355,0.1578,True,443.55653337973087,443.55653337973087,391.5768807362719
2023,2024-04-07,Sheffield United,Chelsea,BTTS Yes,0.8639,1.4,0.5237,0.1496,True,457.75034244788225,457.75034244788225,404.1073409198326
2023,2024-04-13,Newcastle,Tottenham,BTTS Yes,0.862,1.36,0.4785,0.1267,False,421.1303150520517,421.1303150520517,371.778753646246
2023,2024-04-14,West Ham,Fulham,BTTS Yes,0.7909,1.67,0.4787,0.1921,False,387.43988984788757,387.43988984788757,342.0364533545463
2023,2024-04-21,Crystal Palace,West Ham,BTTS Yes,0.7325,1.8,0.3982,0.177,True,412.23604279815237,412.23604279815237,363.9267863692373
2023,2024-04-24,Crystal Palace,Newcastle,BTTS Yes,0.8285,1.57,0.5276,0.1916,False,379.25715937430016,379.25715937430016,334.8126434596983
2023,2024-04-27,Aston Villa,Chelsea,BTTS Yes,0.9198,1.44,0.7377,0.2254,True,392.6070113842755,392.6070113842755,346.59804850947967
2023,2024-05-05,Chelsea,West Ham,BTTS Yes,0.8958,1.4,0.6352,0.1815,False,361.19845047353346,361.19845047353346,318.8702046287213
2024,2024-08-17,West Ham,Aston Villa,BTTS Yes,0.8267,1.57,0.5226,0.1897,True,377.6690998151266,377.6690998151266,333.410685959791
2024,2024-08-24,Southampton,Nott'm Forest,BTTS Yes,0.7471,2.01,0.4967,0.2496,False,347.45557182991644,347.45557182991644,306.73783108300773
2024,2024-08-31,Leicester,Aston Villa,BTTS Yes,0.7581,1.67,0.3971,0.1593,True,366.07919047999997,366.07919047999997,323.178978829057
2024,2024-09-01,Chelsea,Crystal Palace,BTTS Yes,0.83,1.5,0.4901,0.1634,True,380.72235809919994,380.72235809919994,336.10613798221925
2024,2024-09-28,Brentford,West Ham,BTTS Yes,0.7209,1.67,0.3043,0.1221,True,401.12907649331703,401.12907649331703,353.23755186170746
2024,2024-11-04,Fulham,Brentford,BTTS Yes,0.8098,1.67,0.5259,0.211,True,422.6295949933588,422.6295949933588,372.171084641495
2024,2024-11-23,Everton,Brentford,BTTS Yes,0.7059,1.86,0.3639,0.1683,False,388.8192273938901,388.8192273938901,342.3973978701754
2024,2024-11-30,Brentford,Leicester,BTTS Yes,0.7893,1.57,0.4196,0.1524,True,406.5493841630515,406.5493841630515,358.0107192130554
2024,2024-11-30,Wolves,Bournemouth,BTTS Yes,0.766,1.67,0.4167,0.1672,True,428.3404311541911,428.3404311541911,377.20009376287516
2024,2024-12-03,Leicester,West Ham,BTTS Yes,0.7506,1.73,0.4089,0.1725,True,453.35551233359587,453.35551233359587,399.22857923862705
2024,2024-12-04,Aston Villa,Brentford,BTTS Yes,0.837,1.57,0.5511,0.2001,True,474.0285236960078,474.0285236960078,417.4334024519084
2024,2024-12-08,Leicester,Brighton,BTTS Yes,0.799,1.57,0.4463,0.162,True,495.64422437654576,495.64422437654576,436.4683656037154
2024,2024-12-08,Fulham,Arsenal,BTTS Yes,0.7478,1.8,0.4326,0.1923,True,527.3654547366447,527.3654547366447,464.40234100235324
2024,2024-12-09,West Ham,Wolves,BTTS Yes,0.8625,1.62,0.6408,0.2453,True,553.5227812915822,553.5227812915822,487.43669711607
2024,2024-12-14,Wolves,Ipswich,BTTS Yes,0.7906,1.73,0.5038,0.2126,True,585.8485117190106,585.8485117190106,515.9030002276485
2024,2024-12-21,Brentford,Nott'm Forest,BTTS Yes,0.8188,1.73,0.5707,0.2408,False,538.9806307814897,538.9806307814897,474.6307602094366
2024,2024-12-22,Leicester,Wolves,BTTS Yes,0.8612,1.67,0.654,0.2624,False,495.86218031897056,495.86218031897056,436.6602993926816
2024,2024-12-26,Nott'm Forest,Tottenham,BTTS Yes,0.8039,1.5,0.4117,0.1372,False,456.1932058934529,456.1932058934529,401.7274754412671
2024,2024-12-26,Wolves,Man United,BTTS Yes,0.7756,1.67,0.4407,0.1768,False,419.69774942197665,419.69774942197665,369.58927740596573
2024,2025-01-06,Wolves,Nott'm Forest,BTTS Yes,0.7197,2.1,0.4649,0.2435,False,386.1219294682185,386.1219294682185,340.02213521348847
2024,2025-01-14,Nott'm Forest,Liverpool,BTTS Yes,0.7681,1.62,0.394,0.1508,True,405.27357716984216,405.27357716984216,356.8872331200775
2024,2025-01-18,West Ham,Crystal Palace,BTTS Yes,0.7105,1.8,0.3485,0.1549,False,372.8516909962548,372.8516909962548,328.3362544704713
2024,2025-01-26,Fulham,Man United,BTTS Yes,0.6763,1.88,0.3084,0.1443,False,343.02355571655437,343.02355571655437,303.021529250798
2024,2025-02-15,Man City,Newcastle,BTTS Yes,0.8385,1.44,0.4714,0.144,False,315.58167125923,315.58167125923,278.7798069107341
2024,2025-02-15,Fulham,Nott'm Forest,BTTS Yes,0.6539,2.1,0.3392,0.1777,True,343.35285833004224,343.35285833004224,303.3124299188787
2024,2025-02-23,Newcastle,Nott'm Forest,BTTS Yes,0.7396,1.67,0.351,0.1408,True,361.7565715365325,361.7565715365325,319.5699761625306
2024,2025-02-26,Nott'm Forest,Arsenal,BTTS Yes,0.6886,2.2,0.4291,0.234,False,332.8160458136099,332.8160458136099,294.0043780695282
2024,2025-03-08,Nott'm Forest,Man City,BTTS Yes,0.7981,1.57,0.4439,0.1612,False,306.1907621485211,306.1907621485211,270.4840278239659
2024,2025-03-15,Ipswich,Nott'm Forest,BTTS Yes,0.6744,1.87,0.3001,0.1396,True,327.5016391940582,327.5016391940582,288.13899366708483
2024,2025-04-01,Nott'm Forest,Man United,BTTS Yes,0.787,1.95,0.5628,0.2742,False,301.30150805853356,301.30150805853356,265.08787417371803
2024,2025-04-05,Aston Villa,Nott'm Forest,BTTS Yes,0.7342,1.8,0.4019,0.1786,True,320.5848045742797,320.5848045742797,282.05349812083597
2024,2025-04-12,Nott'm Forest,Everton,BTTS Yes,0.7011,2.2,0.4521,0.2466,False,294.9380202083373,294.9380202083373,259.4892182711691
2024,2025-04-16,Newcastle,Crystal Palace,BTTS Yes,0.7709,1.73,0.4572,0.1929,False,271.3429785916703,271.3429785916703,238.73008080947557
2024,2025-04-19,Crystal Palace,Bournemouth,BTTS Yes,0.723,1.8,0.3767,0.1674,False,249.6355403043367,249.6355403043367,219.6316743447175
2024,2025-05-04,Brighton,Newcastle,BTTS Yes,0.883,1.53,0.6622,0.2294,True,260.22008721324056,260.22008721324056,228.94405733693353
2024,2025-05-05,Crystal Palace,Nott'm Forest,BTTS Yes,0.675,2.01,0.3532,0.1775,True,281.2458702600704,281.2458702600704,247.44273716975775
2024,2025-05-20,Crystal Palace,Wolves,BTTS Yes,0.62,2.02,0.2474,0.1249,True,304.19553327329214,304.19553327329214,263.0531571295863
2025,2025-08-16,Brighton,Fulham,BTTS Yes,0.7934,1.73,0.5104,0.2154,True,321.9605524164524,321.9605524164524,278.4154615059541
2025,2025-08-17,Nott'm Forest,Brentford,BTTS Yes,0.6415,2.0,0.283,0.1415,True,347.71739660976857,347.71739660976857,298.11335540750036
2025,2025-08-24,Crystal Palace,Nott'm Forest,BTTS Yes,0.6091,2.1,0.2538,0.1329,True,378.3165275114282,378.3165275114282,318.92017704816686
2025,2025-08-30,Sunderland,Brentford,BTTS Yes,0.6012,2.1,0.2386,0.125,True,411.6083819324339,411.6083819324339,339.84612446518236
2025,2025-08-31,Liverpool,Arsenal,BTTS Yes,0.7883,1.73,0.4983,0.2103,False,378.67971137783917,378.67971137783917,312.65843450796774
2025,2025-08-31,Nott'm Forest,West Ham,BTTS Yes,0.6655,1.98,0.3242,0.1605,False,348.38533446761204,348.38533446761204,287.6457597473303
2025,2025-09-13,West Ham,Tottenham,BTTS Yes,0.7473,1.8,0.4315,0.1918,False,320.5145077102031,320.5145077102031,264.6340989675439
2025,2025-09-14,Burnley,Liverpool,BTTS Yes,0.7979,1.53,0.4164,0.1443,False,294.8733470933868,294.8733470933868,243.46337105014038
2025,2025-09-20,Brighton,Tottenham,BTTS Yes,0.7464,1.67,0.3678,0.1476,True,310.67855849759235,310.67855849759235,256.5130077384279
2025,2025-09-20,Burnley,Nott'm Forest,BTTS Yes,0.6802,2.0,0.3605,0.1802,True,335.53284317739974,335.53284317739974,277.0340483575022
2025,2025-09-20,Wolves,Leeds,BTTS Yes,0.5574,2.3,0.2169,0.1226,True,370.4282588678493,370.4282588678493,296.5628710113434
2025,2025-09-20,Fulham,Brentford,BTTS Yes,0.694,2.0,0.388,0.194,True,400.06251957727727,400.06251957727727,320.2879006922509
2025,2025-09-27,Brentford,Man United,BTTS Yes,0.7313,1.67,0.3302,0.1325,True,421.50587062661936,421.50587062661936,337.45533216935553
2025,2025-10-04,Leeds,Tottenham,BTTS Yes,0.6444,1.95,0.2702,0.1316,True,453.5403167942424,453.5403167942424,359.1106844729935
2025,2025-10-18,Burnley,Leeds,BTTS Yes,0.739,2.2,0.5215,0.2845,False,417.257091450703,417.257091450703,330.381829715154
2025,2025-10-20,West Ham,Brentford,BTTS Yes,0.7224,1.9,0.4139,0.1961,False,383.87652413464673,383.87652413464673,303.95128333794173
2025,2025-10-24,Leeds,West Ham,BTTS Yes,0.671,2.1,0.372,0.1948,True,417.65765825849564,417.65765825849564,330.6989962716806
2025,2025-10-26,Wolves,Burnley,BTTS Yes,0.6469,2.3,0.3754,0.2122,True,461.0940547173792,461.0940547173792,365.09169188393537
2025,2025-11-01,Brighton,Leeds,BTTS Yes,0.692,1.85,0.3297,0.1515,False,424.2065303399889,424.2065303399889,335.8843565332205
2025,2025-11-08,West Ham,Burnley,BTTS Yes,0.7179,2.0,0.4358,0.2179,True,458.143052767188,458.143052767188,362.7551050558782
2025,2025-11-22,Brighton,Brentford,BTTS Yes,0.7202,1.73,0.337,0.1422,True,484.8986070487918,484.8986070487918,383.94000319114144
2025,2025-11-22,Burnley,Chelsea,BTTS Yes,0.7202,1.8,0.3705,0.1647,False,446.10671848488846,446.10671848488846,353.2248029358501
2025,2025-11-29,Brentford,Burnley,BTTS Yes,0.7384,1.73,0.3801,0.1604,True,472.15935084440594,472.15935084440594,373.85313142730377
2025,2025-12-02,Bournemouth,Everton,BTTS Yes,0.6465,1.98,0.2858,0.1415,False,434.38660277685347,434.38660277685347,347.1413251868229
2025,2025-12-06,Leeds,Liverpool,BTTS Yes,0.7642,1.67,0.4124,0.1654,True,457.6697246856928,457.6697246856928,365.7481002168366
2025,2025-12-06,Tottenham,Brentford,BTTS Yes,0.765,1.83,0.4819,0.2186,False,421.05614671083737,421.05614671083737,336.48825219948964
2025,2025-12-07,Fulham,Crystal Palace,BTTS Yes,0.6583,2.0,0.3167,0.1583,True,454.7406384477043,454.7406384477043,363.1297095673842
2025,2025-12-13,Burnley,Fulham,BTTS Yes,0.7744,2.1,0.5692,0.2982,True,494.7578146311023,494.7578146311023,395.08512400931403
2025,2025-12-14,Brentford,Leeds,BTTS Yes,0.7657,1.9,0.5053,0.2394,True,530.3803772845416,530.3803772845416,423.5312529379846
2025,2025-12-14,Sunderland,Newcastle,BTTS Yes,0.6945,1.91,0.3588,0.1709,False,487.9499471017783,487.9499471017783,389.64875270294584
2025,2025-12-15,Man United,Bournemouth,BTTS Yes,0.7826,1.57,0.4012,0.1457,True,510.2004646896194,510.2004646896194,407.4167358262002
2025,2025-12-20,Tottenham,Liverpool,BTTS Yes,0.744,1.67,0.3619,0.1452,True,537.5472095969831,537.5472095969831,429.2542728664845
2025,2025-12-20,Bournemouth,Burnley,BTTS Yes,0.8182,1.67,0.5467,0.2194,True,566.3597400313813,566.3597400313813,452.26230189212805
2025,2025-12-20,Leeds,Crystal Palace,BTTS Yes,0.6725,2.1,0.3747,0.1963,True,616.1993971541428,616.1993971541428,492.0613844586353
2025,2025-12-21,Aston Villa,Man United,BTTS Yes,0.8111,1.67,0.5293,0.2123,True,649.2276848416049,649.2276848416049,518.4358746656181
2025,2025-12-22,Fulham,Nott'm Forest,BTTS Yes,0.7224,2.05,0.458,0.2346,False,597.2894700542764,597.2894700542764,476.9610046923687
2025,2025-12-26,Man United,Newcastle,BTTS Yes,0.8658,1.67,0.6656,0.267,False,549.5063124499343,549.5063124499343,438.8041243169792
2025,2025-12-27,Brentford,Bournemouth,BTTS Yes,0.7347,1.67,0.3387,0.1359,True,578.9598507972507,578.9598507972507,462.3240253803693
2025,2025-12-27,West Ham,Fulham,BTTS Yes,0.7486,1.8,0.4343,0.193,False,532.6430627334706,532.6430627334706,425.33810334993973
2025,2025-12-28,Sunderland,Leeds,BTTS Yes,0.6807,2.2,0.4146,0.2262,True,583.7767967558838,583.7767967558838,466.1705612715339
2025,2025-12-28,Crystal Palace,Tottenham,BTTS Yes,0.6515,2.0,0.3031,0.1515,False,537.0746530154131,537.0746530154131,430.84648699118344
2025,2025-12-30,Burnley,Newcastle,BTTS Yes,0.688,1.8,0.298,0.1325,True,571.4474308083995,571.4474308083995,456.524937615858
2025,2026-01-01,Brentford,Tottenham,BTTS Yes,0.6909,1.93,0.3585,0.1727,False,525.7316363437276,525.7316363437276,420.00294260658933
2025,2026-01-01,Liverpool,Leeds,BTTS Yes,0.8263,1.62,0.5461,0.209,False,483.6731054362294,483.6731054362294,386.40270719806216
2025,2026-01-03,Aston Villa,Nott'm Forest,BTTS Yes,0.7237,1.8,0.3783,0.1682,True,514.628184184148,514.628184184148,411.13248045873814
2025,2026-01-04,Leeds,Man United,BTTS Yes,0.815,1.83,0.5921,0.2685,True,548.7994956139755,548.7994956139755,438.43167716119837
2025,2026-01-06,West Ham,Nott'm Forest,BTTS Yes,0.6377,1.98,0.2679,0.1326,True,591.8253760701112,591.8253760701112,467.2083595075122
2025,2026-01-07,Newcastle,Leeds,BTTS Yes,0.7624,1.83,0.4762,0.216,True,631.1225810411667,631.1225810411667,498.230994578811
2025,2026-01-07,Bournemouth,Tottenham,BTTS Yes,0.7556,1.73,0.4209,0.1776,True,667.9801397739708,667.9801397739708,527.3276846622135
2025,2026-01-17,Leeds,Fulham,BTTS Yes,0.824,2.1,0.6639,0.3478,False,614.5417285920531,614.5417285920531,485.1414698892364
2025,2026-01-25,Newcastle,Aston Villa,BTTS Yes,0.746,1.67,0.3668,0.1472,False,565.3783903046889,565.3783903046889,446.3301522980975
2025,2026-01-26,Everton,Leeds,BTTS Yes,0.645,2.2,0.3491,0.1904,True,619.654715773939,619.654715773939,489.17784691871486
2025,2026-01-31,Leeds,Arsenal,BTTS Yes,0.6602,1.98,0.3134,0.1551,False,570.0823385120239,570.0823385120239,450.85076261263356
2025,2026-02-01,Man United,Fulham,BTTS Yes,0.7802,1.67,0.4523,0.1814,True,600.6387518562683,600.6387518562683,475.0163634886707
2025,2026-02-07,Bournemouth,Aston Villa,BTTS Yes,0.7695,1.67,0.4254,0.1707,True,632.8329889557642,632.8329889557642,500.47724057166346
2025,2026-02-07,Burnley,West Ham,BTTS Yes,0.7047,1.9,0.3766,0.1784,False,582.2063498393031,582.2063498393031,460.43906132593037
2025,2026-02-10,Everton,Bournemouth,BTTS Yes,0.6759,1.88,0.3077,0.144,True,623.1936768679901,623.1936768679901,491.6080231433279
2025,2026-02-21,West Ham,Bournemouth,BTTS Yes,0.781,1.57,0.3968,0.1441,False,573.3381827185509,573.3381827185509,452.2793812918617
2025,2026-03-01,Arsenal,Chelsea,BTTS Yes,0.7222,1.73,0.3417,0.1442,True,606.8211325893143,606.8211325893143,478.6924971593064
2025,2026-03-03,Everton,Burnley,BTTS Yes,0.6807,1.98,0.3549,0.1757,False,558.2754419821691,558.2754419821691,440.3970973865619
2025,2026-03-04,Fulham,West Ham,BTTS Yes,0.7725,1.73,0.4609,0.1945,False,513.6134066235956,513.6134066235956,405.16532959563693
2025,2026-03-22,Newcastle,Sunderland,BTTS Yes,0.664,1.88,0.2822,0.1321,True,549.7717904498967,549.7717904498967,430.31961391825246
2025,2026-04-18,Chelsea,Man United,BTTS Yes,0.8092,1.57,0.4743,0.1722,False,505.7900472139049,505.7900472139049,395.89404480479226
2025,2026-04-19,Everton,Liverpool,BTTS Yes,0.7038,1.9,0.3747,0.1775,True,542.2069306133061,542.2069306133061,424.3984160307373
2025,2026-04-19,Man City,Arsenal,BTTS Yes,0.6469,2.0,0.2939,0.1469,True,585.5834850623705,585.5834850623705,455.5810896485957
2025,2026-04-20,Crystal Palace,West Ham,BTTS Yes,0.6433,1.93,0.2598,0.1252,False,538.7368062573809,538.7368062573809,425.9910978759194
